,ra,dec,pmra,pmdec
0,219.3706292687711,-27.312548386317967,0.0531340262259181,-1.674612868425954
1,219.3739955125741,-27.24380100571541,-0.960710814997746,-0.2837079078787503
2,219.3634584609515,-27.213113113753742,0.6749571336870095,-1.7411531330151055
3,219.33693140665324,-27.172984658800964,-0.0579748759912353,-0.5641308416947834
4,219.4637062526548,-27.18940754615546,-0.4389139708936746,-0.487856073158835
5,219.35978482046187,-27.111370893419416,-0.8577532961202331,-1.1783106697360153
6,219.37031746817496,-26.96346006500692,-0.5309873276251532,-0.5645920719741537
7,219.36553083137144,-26.96646358476827,-0.8660769914373315,-0.6592445975152579
8,219.51623578865969,-27.078855087096954,-0.4149273689021296,-0.4393930807164801
9,219.6282224323604,-27.030709141579628,0.2601848300709539,-1.3122675433031696
10,219.6091877652397,-26.99319028262932,-0.8288386357226858,-1.5450901789011011
11,219.6547833355974,-26.969481689947912,0.2418287403625881,-0.2658580726307118
12,219.5621087644813,-26.94842063683349,-0.9829995515890524,-0.8659449341594971
13,219.5178112262045,-26.966895529784946,0.6558557621501,-1.2766563587751891
14,219.5016481624524,-26.87949043338073,0.4556552982321323,-0.5012466446670623
15,219.5061026492424,-26.86902409118007,-0.1904115912329279,-1.169156822518379
16,219.22740026675825,-27.04988339345592,0.1043168589081022,-0.1282379583450317
17,219.2273061597024,-27.03186020259809,-0.474987979244643,-0.2790855129143353
18,219.1684695815511,-27.029156053913443,-0.4409833572234457,-0.90670314502115
19,219.1267087342958,-27.036023392826024,-0.6527805611157496,-1.6156904520385664
20,219.14614263553668,-26.92149134501842,-0.7087046329148176,-1.1007544153146465
21,219.0723092589326,-26.90806324893484,-0.692318206426493,-1.5277415792101077
22,219.11263760636825,-26.88231790480161,-0.0034800544462899,-1.5900035312430525
23,219.1271636527449,-26.87285104967336,-0.9044294460058452,-1.1669613901054483
24,219.20054119745416,-26.854816180367912,-0.3489199345409889,-1.3027582155370752
25,219.4136766366213,-26.84638049532111,-0.8643914121305508,-0.8910087237322345
26,219.3863641410271,-26.825803607045568,-0.8895655734309919,-0.4111276185538314
27,219.46112094005173,-26.82966023804641,0.5177486140704967,-0.8622413234704958
28,219.4802300572329,-26.81119451525574,-0.9705950792434048,-1.867014138703953
29,219.4846408371179,-26.81407011072581,-0.5870141233185707,-0.7511188845809554
30,219.47091345458827,-26.771188980491143,-0.1762342305263038,-1.2060683793396771
31,219.4238001340951,-26.810149205180124,-0.9882345243186542,-0.8996901538615292
32,219.32894142040544,-26.762973772842383,-0.1445562339897352,-1.3101024571767277
33,219.4222299666126,-26.704167652714105,-0.677380502120283,-0.4631916962434778
34,219.3406618396613,-26.699784433888976,0.4002977781015809,-1.6031222339615303
35,219.73164880804225,-26.86845262180528,0.0729824810657109,-1.6850198525430495
36,219.6447301947628,-26.86030307971673,0.4436301616692021,-0.4239828820594213
37,219.65613288303743,-26.752374519368267,-0.9047638558325616,-1.3505701437505475
38,219.7232734511834,-26.631972759656648,0.4336550027421894,-1.534875488562697
39,219.72295831993048,-26.615865395818567,0.5648173197836546,-0.3018397899861111
40,220.0338418373628,-26.63887582932254,-0.7745757922325288,-0.9808836386675268
41,219.95274235581903,-26.645700094678936,-0.4738024450949005,-1.0521363262449943
42,219.9391906850434,-26.620624553704868,0.3137518224782874,-1.4651976197986365
43,219.9716466350873,-26.60226767928048,-0.3169473574140244,-1.2243251613403197
44,219.904153782414,-26.60944842203672,0.0169197026037901,-1.862988254688425
45,219.9457799822817,-26.591658626838907,-0.0908826876962403,-1.7681980018186656
46,219.9305401657521,-26.59467965296464,-0.4631969237405997,-1.0970637203873963
47,219.9404903681069,-26.58314109776072,0.1596512050908612,-1.3470414560480672
48,219.9616202913277,-26.558908001828986,0.4301395205577158,-1.6554202309424797
49,219.96676748452632,-26.56189583586245,-0.4641515803029317,-1.0913779218482405
50,219.9932082381165,-26.549479400396464,-0.0645367227178088,-1.0624037353705893
51,219.8277648021455,-26.63404626865273,-0.9429997065439536,-0.9058946721583606
52,219.8933939984624,-26.613273852012025,-0.4471926036431293,-0.7703605145425306
53,219.86681755283823,-26.6175895045886,-0.4552495835700763,-1.054853216538707
54,219.8803578824718,-26.59735900019356,-0.2584738596674459,-0.6579027736303669
55,219.87574532342109,-26.60011599715301,-0.4407454204968068,-0.7778817116707656
56,219.8225834062073,-26.60874121870572,-0.2729825229159683,-1.2778592128008888
57,219.8621432411559,-26.57354391437792,-0.3829958339789878,-0.9786515715274008
58,219.832434612052,-26.572463324078328,-0.6803804401283242,-1.1951319952665114
59,219.8551200696941,-26.570775211338404,-0.6291820902589293,-1.0624884091560451
60,219.8184897528211,-26.531751293559253,-0.526133295651091,-0.3162578663123737
61,219.90062911650023,-26.598545939727945,-0.6127799482174269,-0.7645450741678327
62,219.914338459885,-26.58413524012765,-0.3153558575333622,-1.026468159634112
63,219.8960636868988,-26.58346546624809,-0.673593875388361,-1.3600795000777344
64,219.8892097235004,-26.58318461750937,-0.5807342381940395,-0.2074339531898761
65,219.90011783237708,-26.580477839680874,-0.3213670715666261,-1.1702619422467615
66,219.9116401263178,-26.57196671031097,-0.0470321116690063,-1.448629451723176
67,219.92175398272204,-26.553914679765995,-0.940198212736028,-1.0655120306287185
68,219.8847911817717,-26.58422395481119,-0.5702374220071771,-0.6722067712204026
69,219.8884100176876,-26.577961447384062,-0.3263019408610692,-1.2149293850375549
70,219.88248514113656,-26.57375044484372,-0.6963944160495852,-1.041724039673056
71,219.87374273760244,-26.57533964847433,0.5748936981383882,-1.839089423008836
72,219.8873154289105,-26.570946066722595,-0.407342923938748,-0.85034873480797
73,219.88573183062653,-26.57035712169063,-0.7656442869836033,-0.5984263330013597
74,219.89085929011085,-26.559687483594864,-0.360529142261001,-0.8014600503922433
75,219.89506907869327,-26.56759938582997,-0.4294870901556058,-1.5439856498284743
76,219.88537928201265,-26.5660874942656,-0.5791560765621785,-1.0430045673863495
77,219.8646903295087,-26.571222397144044,-0.0601401583511881,-1.331025553052056
78,219.88526768043403,-26.552779897783683,-0.4597072889571805,-1.1080101844161117
79,219.8771744481205,-26.555360309035567,-0.4313929535274292,-1.1649654373096765
80,219.87143626356576,-26.557218630428128,-0.2282850436695906,-0.5721785762081892
81,219.8870597324712,-26.554077040840674,-0.3879906423172921,-1.0429980208130825
82,219.87997965757623,-26.55736102560181,-0.9085819402945384,-1.043568500030713
83,219.9055101660336,-26.560150499863948,-0.1302201008998682,-1.2767467717786276
84,219.9108152415958,-26.558912916641177,-0.4651385369224288,-1.4202644333605794
85,219.90774625045864,-26.554964556265745,-0.7781124709022791,-0.9697549344739976
86,219.9025822458568,-26.547768453978705,-0.393280238441195,-1.1146200658066143
87,219.9055289965737,-26.555598442646403,-0.9626285453589362,-0.8519145943891187
88,219.9045662948133,-26.56295551140808,-0.4116002407727787,-0.7438474499390306
89,219.90124458782947,-26.55996620952036,0.5425430707279582,-0.872874408293872
90,219.90558927883308,-26.55446256273838,-0.7218718071198463,-0.8247961604701632
91,219.89466816940427,-26.55737599977417,0.2393293827745559,-1.6512900597365654
92,219.89929798232947,-26.555510979619683,-0.2392165874885369,-1.546262987664147
93,219.8976309612535,-26.55416676258009,-0.3240514504139235,-1.446264016454888
94,219.9036931780027,-26.551368286456963,-0.566151895923631,-1.0973538239102605
95,219.90152593663663,-26.550249336055817,-0.0502689643859354,-0.8871270915087539
96,219.89714285622767,-26.55878685495608,-0.9770130810681706,-0.198922230121748
97,219.8970291158732,-26.55721929233392,-0.7163546378276673,-0.8508829682466108
98,219.89888577763568,-26.55443768857325,0.0741721973729324,-1.430108775461412
99,219.9021321379491,-26.564563235809693,-0.4670657885646231,-1.397541429023224
100,219.8956783352902,-26.557897274204787,-0.859939099343104,-0.970746551016598
101,219.9013822473604,-26.55291378571189,-0.3281915897856937,-1.4343342622134978
102,219.91123105118768,-26.538687683916123,-0.4225207845404539,-1.174365797686845
103,219.90514311694213,-26.54837090532948,0.0362996999924033,-1.883651316928974
104,219.91070456204065,-26.546402227986896,-0.4499404025831328,-1.0850657559817385
105,219.9120753628808,-26.54797807940056,-0.5487371409815205,-0.9976697450148944
106,219.91268714702025,-26.538537820658767,-0.1563561631915537,-1.0506729604397205
107,219.9135734615407,-26.53987638112468,-0.3700529321815803,-1.0040816944898383
108,219.90841073225525,-26.551838105839668,-0.2960070553832836,-0.8701116723359617
109,219.90874909291617,-26.548013030676127,-0.9720130961385398,-0.9595603415143736
110,219.90718717115092,-26.54778151354545,-0.6912182620273253,-1.2263851291652308
111,219.9117751013397,-26.545737498405607,-0.850586680504988,-0.9879297568311086
112,219.90996618046609,-26.54575122233737,-0.4855812395138468,-1.238063248193314
113,219.91685839704172,-26.54285526049889,-0.1719050859785345,-0.5053330070197094
114,219.9124352007637,-26.543994642856035,-0.3923879349765234,-1.2949822402843774
115,219.90886697608408,-26.543799120243,0.1208857903789409,-1.5217370561533543
116,219.911722864507,-26.54253135344088,-0.1099340324663874,-0.9214810955808194
117,219.91293765832023,-26.54203273868253,-0.7381984422617994,-0.7502046143506955
118,219.9158205625648,-26.540425810800365,-0.8726971407539988,-1.6055576335465604
119,219.91467337583936,-26.540681842074385,-0.0906499150916193,-0.8641372802948706
120,219.9108073823353,-26.53960110895755,-0.6555355770568488,-1.0089375372393148
121,219.9134804981782,-26.549568686336823,-0.4546291164499206,-1.056575124894268
122,219.90877415103444,-26.550869761132827,-0.5111405977472827,-1.207736113893971
123,219.91487456286384,-26.548979108661204,-0.7168012536685301,-1.0234163791799422
124,219.9113968241424,-26.5475937740779,-0.6541936295518442,-1.072740421589344
125,219.9161200908949,-26.54524108096381,-0.4499817202369719,-1.1004958632647233
126,219.90478780960447,-26.546089460202293,-0.5569599249365078,-1.1985856549117695
127,219.90978603609355,-26.542990343400103,-0.2579476692993467,-1.84363914360564
128,219.9124981905601,-26.55514885909051,-0.241300703248006,-1.1533284548064784
129,219.91706124102487,-26.54975682270172,-0.0720003058374045,-0.9798173633672648
130,219.90520352772288,-26.54946232492921,-0.2648988461190936,-0.971605601335886
131,219.91225642425164,-26.544763054292453,-0.1793175376005456,-1.4253810077973172
132,219.8935289826336,-26.541110307492765,-0.133042919928979,-1.2134908308998733
133,219.8952566558348,-26.54685005542567,-0.3841349132252619,-1.2552632863718998
134,219.89663506912024,-26.545866540231703,-0.6267627112542264,-0.9940660034454528
135,219.8934339427209,-26.55581150087628,0.0315969906968601,-0.7988978301847006
136,219.8917241925569,-26.55267098417077,-0.1813670270503007,-1.541435798774017
137,219.899168378734,-26.54975253978292,-0.4393608077354037,-1.2927891977487225
138,219.8912378919672,-26.55078836591896,-0.0051830305039564,-1.625930557404671
139,219.8979057518154,-26.547440397192304,-0.0280979168277684,-0.4788426661633901
140,219.89861872527047,-26.544575438290664,-0.0838089896173668,-1.24604337044034
141,219.8941547223636,-26.54576884581921,-0.3852073256349443,-1.2846951800676862
142,219.89250678254348,-26.54614769088681,-0.6547234738429545,-0.9040646434347394
143,219.89385592504132,-26.544970416792893,-0.3935781924102253,-1.1448955409029833
144,219.8919410645196,-26.54531388485221,-0.1345380805113493,-1.4114672648784194
145,219.88997270915897,-26.545584300913927,-0.309826684251108,-1.2245208758202313
146,219.8917002541344,-26.540880016136693,0.1699975413317423,-0.4010219935431951
147,219.89064172105165,-26.542305520852626,-0.2575615212114376,-1.886595969892624
148,219.89205991502328,-26.55031977332111,0.6251403610716781,-1.0575057307693596
149,219.8837357154709,-26.54750331629464,-0.5604655878195651,-1.6775624688285196
150,219.89043920812333,-26.55336132650346,-0.0575117155062144,-1.420905335432601
151,219.89026137868188,-26.550614681680795,-0.4203238422085903,-1.067611509253239
152,219.88844052485496,-26.54859280499144,-0.4823540256081571,-1.1701938914130878
153,219.8925552097423,-26.542831001205645,-0.2356803850568039,-1.1878283497227864
154,219.8953153021021,-26.54120911494028,-0.5179243426203083,-1.0267981945253877
155,219.89261198928023,-26.54183089750124,-0.5573480254005818,-1.0527146208373988
156,219.88772388803528,-26.54225178616868,-0.747987205748217,-1.0491425265526455
157,219.8995505252426,-26.54711091484214,-0.2838492649464522,-0.564911602932485
158,219.8915459529638,-26.539509307176257,-0.3430254220631837,-0.9663908841244307
159,219.89229272963263,-26.53644464382647,-0.5147243793269091,-1.0429441957388357
160,219.9094206677772,-26.53361876215134,-0.3468083044123642,-1.2882228366469306
161,219.89672619274228,-26.542235118818827,-0.27265181789197,-1.1889558226067227
162,219.8982871526384,-26.54286472894625,-0.3525615877731433,-1.1685455369422608
163,219.8996716556996,-26.533159363885936,-0.3421187243608143,-1.3819237858793674
164,219.90301545081064,-26.533363497476003,-0.4150717703622186,-1.1002109461211358
165,219.904970886928,-26.543551552436107,-0.5028369450288712,-0.8509315240503046
166,219.90581116181627,-26.53166419570863,-0.5633737989741641,-0.9193410226811064
167,219.90074345116705,-26.54022224609231,-0.4868825243537594,-0.7879142321205753
168,219.90548172830253,-26.537730383567663,-0.2107201425252891,-1.2392300816394983
169,219.90754308108305,-26.540800631560035,-0.4259977165491356,-1.1205223654691572
170,219.8960011234221,-26.53738049042221,-0.2298673163822168,-0.926922257681342
171,219.90042938492792,-26.541857375243847,-0.3986417791891462,-1.0183837126007784
172,219.9115499172764,-26.53703046736653,-0.5787724220233128,-1.7480557332642517
173,219.9084795197589,-26.536282775885752,-0.1486257787304979,-0.7083723258082192
174,219.91154685370705,-26.53549837113957,-0.5798185223370497,-1.26479414324327
175,219.89414201136896,-26.537393438127825,-0.6546506090982798,-1.0268399796479717
176,219.8946563527859,-26.535481939010737,-0.4812280422225258,-1.310276106126028
177,219.8970056641044,-26.533459102331065,-0.3423415726052013,-1.1557032872515682
178,219.89713015273057,-26.53258435398614,-0.5425545790232539,-1.1294439086083048
179,219.9063658833111,-26.53725775518318,-0.5973834805054183,-0.6413279591152646
180,219.8975848460466,-26.537785536843007,-0.2840411155309102,-1.2678682290404923
181,219.89947652718664,-26.53601036567792,-0.8754252734629772,-1.0994286330935912
182,219.90457764161653,-26.537965026973417,-0.412363800988597,-0.7626593663314312
183,219.90357947960376,-26.5343839638626,-0.4277464394392237,-1.1964048093102175
184,219.90561624046003,-26.536618657706203,-0.7307434669350156,-1.1396319334074798
185,219.8985888058157,-26.538147504653907,-0.2523243232904301,-1.061928368571717
186,219.90157357421492,-26.5352753135416,-0.3303541237739537,-1.1959681920008265
187,219.8984403079378,-26.536858618781054,-0.5828940213959602,-1.1801450451577156
188,219.8974280864257,-26.53458078165535,-0.559733766415322,-0.991892300681916
189,219.90748726285543,-26.53988444179912,-0.5811681336505838,-1.141752015745795
190,219.9056471870237,-26.539102638004884,-0.7736197674081849,-0.909079656333823
191,219.9044173105562,-26.54057463586356,-0.7388529060642647,-0.9992378575175256
192,219.9041770684267,-26.54262967288204,-0.4922999467801472,-1.1422930830223483
193,219.9003338630744,-26.541121630422698,-0.425266612872355,-1.2740321046268224
194,219.9022794279261,-26.54535244203152,-0.445426038796164,-1.2231238125171997
195,219.9079189347211,-26.54141432531152,-0.3528562487899618,-1.140046496744661
196,219.91106847174004,-26.537957979448887,-0.4663378708318919,-0.9326679999162916
197,219.90752222558712,-26.53698515298523,-0.5472342903155141,-1.1405201055400649
198,219.8924801416006,-26.53813337609046,-0.3818057876046963,-1.100157149612824
199,219.89673343833184,-26.53529551323536,-0.7073921636582132,-1.137167384795217
200,219.9045512624504,-26.53184564625923,-0.4388736229376248,-1.0926722219861893
201,219.90180456307388,-26.531163445573508,-0.5905923090663558,-1.1782629963845308
202,219.9056630545225,-26.530099367634943,-0.4759546639742274,-1.1437169302934256
203,219.8994797135434,-26.530424705879494,-0.5140243816578813,-1.1440716708683665
204,219.8958663475371,-26.53589418714652,-0.6395442709819928,-0.9142934600795528
205,219.95994908976343,-26.52816965057881,-0.7200678403256145,-1.1560486832603438
206,219.94310893151712,-26.560535104165403,-0.5510188243821882,-0.911419955919048
207,219.9456733305518,-26.5545418855817,-0.2830434172355665,-1.0485956651311972
208,219.9411265385406,-26.55354895052444,-0.4273269124655574,-1.372251847443267
209,219.94073701983143,-26.55819701633028,-0.6445992105708991,-0.9501302825937528
210,219.9456285001933,-26.558805397813348,-0.3192647532497924,-1.2830820255069586
211,219.9426534180358,-26.545622176053403,-0.66068500476475,-1.5040387473394567
212,219.94377138636423,-26.547192400681183,-0.781591930807018,-0.820824397461428
213,219.93923239446727,-26.544367489889165,-0.7282041891690467,-0.8673846481726637
214,219.9321851346104,-26.544889101984754,0.3590278998811121,-1.2143234575949708
215,219.9413923688636,-26.549214748118263,-0.7942585629940916,-1.0845849822170743
216,219.92771053809025,-26.547333518916847,-0.8793433439679352,-1.4009609406997756
217,219.9490525253332,-26.53895115401639,-0.6473771655360487,-1.8265446819103683
218,219.94725317268845,-26.531179197032785,-0.4827539777508386,-1.0413710142027697
219,219.96284721070325,-26.538569823799325,-0.6456463342009332,-1.1725150548441228
220,219.96489616883488,-26.537332414336603,-0.2650821755022143,-0.7217413352454584
221,219.9605844676542,-26.536149951990424,-0.495831344909391,-0.9300642024277924
222,219.9550148311381,-26.52875296283116,-0.570489013795747,-1.1183588992836462
223,219.92791018073743,-26.539364661712305,-0.2465377215002868,-1.2489787699751216
224,219.92396784046267,-26.54141632273447,-0.633265228582094,-0.8948744738847734
225,219.92288108780247,-26.53548975852016,-0.0756780491717287,-1.278782753339901
226,219.9171778303544,-26.53762574480952,0.2953978619757061,-0.9252826235330792
227,219.9210356430721,-26.54334938988542,0.0781756127414299,-1.4689169330592944
228,219.9204430229138,-26.542306656604502,-0.5407859368293878,-0.589538500566869
229,219.9239805334687,-26.54565450262295,-0.5058643314945241,-1.0109538479725018
230,219.9157905237587,-26.53708064346388,-0.3880935412715358,-0.8944375184960911
231,219.921221304945,-26.531086859909365,-0.9532327561875312,-1.6473970294611613
232,219.9206044490948,-26.53553495664641,-0.3966833307442327,-0.816762818891032
233,219.93589789185373,-26.53046408504086,-0.6609029165910784,-1.3994458489832904
234,219.93511042274443,-26.5181069692566,-0.1316795164841203,-1.2098204566386856
235,219.93432919661527,-26.536063904049342,-0.6341282038959644,-0.9442362031171868
236,219.93804547983373,-26.51951373143528,0.2833682497284729,-1.2214255632227982
237,219.9309570683073,-26.52703514250834,0.2300244096256347,-1.1255650437559948
238,219.9399732193752,-26.52286856381462,-0.1628235984616954,-1.158938462287788
239,219.93635699363324,-26.52011498345824,0.5723332783215814,-1.181805436788386
240,219.91622499193383,-26.52806461097316,-0.5389634194509804,-1.1820757400773327
241,219.9143286826748,-26.520764808266183,-0.4965184988378,-1.2151064692111366
242,219.91076738128032,-26.53445805922524,-0.3433061302421148,-1.131598611527981
243,219.905349823636,-26.52539874541128,-0.6318237971964896,-1.2420175813384664
244,219.91385799769708,-26.53439435589319,-0.6570760875586783,-1.586094197869654
245,219.9134092155655,-26.533413135104333,-0.7922947009038734,-1.2806717177562692
246,219.91940245861915,-26.53130356698659,-0.6056030869555431,-1.017440239914008
247,219.9170501208073,-26.531101635937343,-0.8520577730724128,-0.8979767074562155
248,219.9136481067664,-26.531938579158822,-0.1872471689939003,-0.6934027751143895
249,219.91441932046945,-26.53054396009755,-0.176338501081394,-1.3190476366578383
250,219.9111116620455,-26.5308109745056,-0.7384041395154836,-1.2448954835769557
251,219.9095115946933,-26.52850033055811,0.1640074385410729,-1.656431198662888
252,219.91391754259791,-26.52705184123688,-0.5603766650668002,-1.5915562223425366
253,219.90844330774647,-26.52720616480949,-0.6760024950270258,-0.5734984457083842
254,219.9053057382924,-26.527097618466176,-0.2089799639182951,-1.4738450803824668
255,219.904309763451,-26.5271218974886,-0.2203238327445686,-0.8847725129688215
256,219.9137242537584,-26.52024848861925,-0.7150868593616976,-1.0097794011570584
257,219.9116266514257,-26.53016706956121,-0.7169805880342672,-1.1091622450379075
258,219.9065267000488,-26.529814072923344,-0.7288261371106431,-1.0352235933563696
259,219.90759395146367,-26.528055570069377,-0.5867257491888201,-1.1017207540754683
260,219.9121903801448,-26.53313934220908,-0.2660202522195464,-1.1451634463324334
261,219.9147743867366,-26.531833195428824,0.2521821126127546,-0.7184404669054317
262,219.9153465611682,-26.529093724149103,-0.5073224866926105,-1.2251404209966188
263,219.9114105199248,-26.525386460936705,-0.5726951264367053,-0.8260690653130798
264,219.9098355261531,-26.521234373264225,-0.0575219301873247,-1.1654413804079
265,219.9107736657068,-26.520656829929703,-0.4833863912630242,-1.3957839134839152
266,219.92369087422125,-26.52494557042934,-0.4669534063700351,-1.212634447076403
267,219.91880631210665,-26.51847371402004,-0.3505001828916786,-0.8732207358501148
268,219.9177226063186,-26.51921943041813,0.4814712631472798,-1.0271389417436283
269,219.86502387129943,-26.558923868160697,-0.3722232126540237,-0.946811599356632
270,219.8565861976111,-26.556300310398925,-0.3341775488077732,-1.0436122632227194
271,219.8607357946315,-26.53673717789983,0.142487847629521,-0.4531549322640166
272,219.85474636892812,-26.543710561647547,0.3913404096512984,-1.7580697990123149
273,219.8788599655564,-26.543545372633755,0.2621776242462091,-1.7583962975649663
274,219.88793561967972,-26.53713537857268,-0.595543292838905,-1.059593539039431
275,219.88082130242125,-26.54216685581094,-0.8152526167738727,-0.977359796679356
276,219.88417783363423,-26.542625852222127,-0.5483414125327234,-0.863869601979143
277,219.8858651957485,-26.53952023250485,-0.8664997320266995,-1.1768529308472646
278,219.8886221693585,-26.537031602171435,-0.627575320170289,-0.1974434072022903
279,219.88266371065112,-26.531044932610435,0.1307305225560884,-1.00442307586254
280,219.88179817484595,-26.53050082020764,0.3331884581565291,-0.7715925022541124
281,219.88522131999045,-26.532525710923323,0.2998353043762004,-1.158553427592117
282,219.88334194716043,-26.544269174646885,-0.4917994214059918,-1.1160209731105488
283,219.89392402521167,-26.53011001038612,-0.2867664771501246,-1.512420522826376
284,219.88611130522983,-26.536420857795832,-0.1546383810260929,-1.0676448643088636
285,219.88182439475472,-26.54358916346066,-0.4952325970801436,-0.8744446383966059
286,219.8965295991254,-26.53060460894768,-0.3876353087399967,-1.2913693808626263
287,219.89823696718523,-26.526014443605327,-0.1440169737125946,-0.8046295820319082
288,219.8963374139488,-26.526890424437013,-0.3959132654770959,-1.2816739651218243
289,219.8955077315713,-26.526040491906805,-0.645857876888313,-1.1695354066393828
290,219.89757648677733,-26.52396014745005,0.2225594344641695,-1.6351863275395102
291,219.8921817893756,-26.535228054881497,-0.689095610563374,-1.4450406428557536
292,219.89091732873257,-26.53367771553624,-0.4013859036045648,-1.1096345327673456
293,219.90008546783136,-26.527526497719908,-0.1327456028661979,-0.8274614604632728
294,219.8870359842506,-26.53002835634797,-0.6767098350248001,-1.4154685932983146
295,219.88473379910147,-26.530606243073983,-0.9978491066044688,-0.5774176460558448
296,219.8996321548946,-26.52514897816505,-0.8052705648138337,-1.4346652795401662
297,219.8864405003015,-26.52776748613175,-0.8687345918111256,-1.4705291042552522
298,219.8959737950832,-26.52333503612751,-0.927693622244548,-0.7346861771581101
299,219.8837197281337,-26.52976744467055,-0.4822281416263074,-1.109530654766119
300,219.8896652626484,-26.526456328253698,-0.3364402750109583,-1.2246905067442946
301,219.89478429039343,-26.53081647836155,-0.764549077169467,-1.4790329291025162
302,219.88776006283703,-26.53114825894181,-0.3921626986703209,-0.4855832983086391
303,219.89864415284256,-26.526526654253203,-0.6252632490097862,-1.8352898417071577
304,219.8852928444087,-26.52791303914824,-0.5450956598000696,-1.116835662041507
305,219.8956207774656,-26.52455306508394,-0.4533338617182817,-1.2752924183758552
306,219.89051172912,-26.52109681521431,-0.3763218833642954,-1.4423873017451347
307,219.8626329609436,-26.530027438344824,-0.563845484220395,-1.184696351173488
308,219.87182034771345,-26.534608016854488,0.2498137266622349,-0.5899073486222938
309,219.86478539785827,-26.532459611424382,-0.5122331924482322,-1.1176463739330529
